ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Chanukah End,Chanukah End_lower,Chanukah End_upper,Christmas,Christmas_lower,Christmas_upper,Cinco De Mayo,Cinco De Mayo_lower,Cinco De Mayo_upper,ColumbusDay,ColumbusDay_lower,ColumbusDay_upper,Easter,Easter_lower,Easter_upper,Eid al-Fitr,Eid al-Fitr_lower,Eid al-Fitr_upper,EidAlAdha,EidAlAdha_lower,EidAlAdha_upper,Father's day,Father's day_lower,Father's day_upper,Halloween,Halloween_lower,Halloween_upper,IndependenceDay,IndependenceDay_lower,IndependenceDay_upper,LaborDay,LaborDay_lower,LaborDay_upper,LentStart,LentStart_lower,LentStart_upper,LentWeek2,LentWeek2_lower,LentWeek2_upper,MartinLutherKingDay,MartinLutherKingDay_lower,MartinLutherKingDay_upper,MemorialDay,MemorialDay_lower,MemorialDay_upper,Mother's day,Mother's day_lower,Mother's day_upper,NBAFinalsEnd,NBAFinalsEnd_lower,NBAFinalsEnd_upper,NBAFinalsStart,NBAFinalsStart_lower,NBAFinalsStart_upper,NewYear,NewYear_lower,NewYear_upper,OrthodoxChristmas,OrthodoxChristmas_lower,OrthodoxChristmas_upper,OrthodoxEaster,OrthodoxEaster_lower,OrthodoxEaster_upper,Pesach End,Pesach End_lower,Pesach End_upper,PresidentsDay,PresidentsDay_lower,PresidentsDay_upper,Purim End,Purim End_lower,Purim End_upper,Ramadan starts,Ramadan starts_lower,Ramadan starts_upper,StPatricksDay,StPatricksDay_lower,StPatricksDay_upper,SuperBowl,SuperBowl_lower,SuperBowl_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,ValentinesDay,ValentinesDay_lower,ValentinesDay_upper,VeteransDay,VeteransDay_lower,VeteransDay_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-02-08,-0.018462024174686193,-0.9880725429624918,1.2333876674127215,-0.018462024174686193,-0.018462024174686193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07554842976656828,0.07554842976656828,0.07554842976656828,0.0,0.0,0.0,0.03721634679929223,0.03721634679929223,0.03721634679929223,0.03833208296727605,0.03833208296727605,0.03833208296727605,0.0,0.0,0.0,0.05708640559188209
2011-02-09,-0.018394399742154812,-1.2565363102005818,1.0439852254133126,-0.018394399742154812,-0.018394399742154812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005506879079147375,-0.005506879079147375,-0.005506879079147375,0.0,0.0,0.0,-0.05374518538831778,-0.05374518538831778,-0.05374518538831778,0.048238306309170406,0.048238306309170406,0.048238306309170406,0.0,0.0,0.0,0.0
2011-02-10,-0.01832677530962343,-1.1109824297350688,1.234028739040072,-0.01832677530962343,-0.01832677530962343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02093524087891031,-0.02093524087891031,-0.02093524087891031,0.0,0.0,0.0,-0.07879660000001812,-0.07879660000001812,-0.07879660000001812,0.057861359121107805,0.057861359121107805,0.057861359121107805,0.0,0.0,0.0,0.0
2011-02-11,-0.01825915087709205,-1.1359043058661318,1.1748141041201963,-0.01825915087709205,-0.01825915087709205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04519387579707338,0.04519387579707338,0.04519387579707338,0.0,0.0,0.0,-0.021834279948978345,-0.021834279948978345,-0.021834279948978345,0.06702815574605173,0.06702815574605173,0.06702815574605173,0.0,0.0,0.0,0.02693472491998133
2011-02-12,-0.01819152644456067,-0.970884562319318,1.3429508894418556,-0.01819152644456067,-0.01819152644456067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2116502305354186,0.2116502305354186,0.2116502305354186,0.0,0.0,0.0,0.13607289405953457,0.13607289405953457,0.13607289405953457,0.07557733647588404,0.07557733647588404,0.07557733647588404,0.0,0.0,0.0,0.1934587040908579
2011-02-13,-0.01812390201202929,-1.091527600015463,1.2543158149961204,-0.01812390201202929,-0.01812390201202929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10766683115488491,0.10766683115488491,0.10766683115488491,0.0,0.0,0.0,0.0243039739705513,0.0243039739705513,0.0243039739705513,0.08336285718433362,0.08336285718433362,0.08336285718433362,0.0,0.0,0.0,0.08954292914285562
2011-02-14,-0.018056277579497907,-1.1540556760586247,1.2400275116991784,-0.018056277579497907,-0.018056277579497907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08189488,0.08189488,0.08189488,0.0,0.0,0.0,0.1289349301840542,0.1289349301840542,0.1289349301840542,0.08189488,0.08189488,0.08189488,-0.04321714949225099,-0.04321714949225099,-0.04321714949225099,0.09025719967630519,0.09025719967630519,0.09025719967630519,0.0,0.0,0.0,0.11087865260455629
2011-02-15,-0.01798865314696653,-1.0416701288750803,1.292981339922643,-0.01798865314696653,-0.01798865314696653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13337046761416155,0.13337046761416155,0.13337046761416155,0.0,0.0,0.0,0.03721634679935523,0.03721634679935523,0.03721634679935523,0.0961541208148063,0.0961541208148063,0.0961541208148063,0.0,0.0,0.0,0.11538181446719502
2011-02-16,-0.017921028714435145,-1.1551669424360795,1.2082490357827813,-0.017921028714435145,-0.017921028714435145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04722568534636873,0.04722568534636873,0.04722568534636873,0.0,0.0,0.0,-0.053745185388420824,-0.053745185388420824,-0.053745185388420824,0.10097087073478955,0.10097087073478955,0.10097087073478955,0.0,0.0,0.0,0.029304656631933584
2011-02-17,-0.017853404281903767,-1.1416776221959832,1.12982957136747,-0.017853404281903767,-0.017853404281903767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025853224608074654,0.025853224608074654,0.025853224608074654,0.0,0.0,0.0,-0.07879660000001024,-0.07879660000001024,-0.07879660000001024,0.10464982460808488,0.10464982460808488,0.10464982460808488,0.0,0.0,0.0,0.007999820326170887
2011-02-18,-0.017785779849372386,-1.188702188899524,1.2593278766728848,-0.017785779849372386,-0.017785779849372386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08532520813805101,0.08532520813805101,0.08532520813805101,0.0,0.0,0.0,-0.021834279949183594,-0.021834279949183594,-0.021834279949183594,0.1071594880872346,0.1071594880872346,0.1071594880872346,0.0,0.0,0.0,0.06753942828867862
2011-02-19,-0.017718155416841005,-0.9173779470250489,1.3871987547988576,-0.017718155416841005,-0.017718155416841005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24456774735196884,0.24456774735196884,0.24456774735196884,0.0,0.0,0.0,0.13607289405948733,0.13607289405948733,0.13607289405948733,0.10849485329248151,0.10849485329248151,0.10849485329248151,0.0,0.0,0.0,0.22684959193512783
