ds,yhat,yhat_lower,yhat_upper
2011-08-03,0.0,0.0,1.1380982987044213
2011-08-04,0.0,0.0,1.1865369958118304
2011-08-05,0.0,0.0,1.2028411995165413
2011-08-06,0.16036988068392255,0.0,1.2912557700292773
2011-08-07,0.0549533970662157,0.0,1.2394506698449663
2011-08-08,0.0,0.0,1.1337039391419268
2011-08-09,0.07927496797765025,0.0,1.3395852632096654
2011-08-10,0.0,0.0,1.1180812597626648
2011-08-11,0.0,0.0,1.103966654284605
2011-08-12,0.03218475490200758,0.0,1.198898139094969
2011-08-13,0.19228385440896342,0.0,1.3441595590467008
2011-08-14,0.08168624753764381,0.0,1.147246256095563
2011-08-15,0.014274828409717881,0.0,1.1934101751302506
2011-08-16,0.0937398552063032,0.0,1.2328133507561618
2011-08-17,0.0007405276272292628,0.0,1.1636910473833713
2011-08-18,0.0,0.0,1.1490984610025545
2011-08-19,0.02553161792824049,0.0,1.183343373553981
2011-08-20,0.1785011224339846,0.0,1.3972720643213035
2011-08-21,0.06101121313520965,0.0,1.3425533475828086
2011-08-22,0.0,0.0,1.1295645344747243
2011-08-23,0.06065907187096867,0.0,1.273288086067416
2011-08-24,0.0,0.0,1.2278904378109994
2011-08-25,0.0,0.0,1.0284994837828592
2011-08-26,0.0,0.0,1.1036242885068204
2011-08-27,0.13017097772311245,0.0,1.258801478371163
2011-08-28,0.011492730279528343,0.0,1.1566262025509138
2011-08-29,0.0,0.0,1.1061157585503045
2011-08-30,0.012289460229686227,0.0,1.165361409754816
2011-08-31,0.010516189800199225,0.0,1.1310436322012145
2011-09-01,0.0,0.0,0.991433031610757
2011-09-02,0.0,0.0,1.0317304878451992
2011-09-03,0.0975219196267089,0.0,1.3597815800985609
2011-09-04,0.0,0.0,1.1182387133138434
2011-09-05,1.0985286575555064,0.0,2.321488172583037
2011-09-06,0.0002514020702602468,0.0,1.1159921102122403
2011-09-07,0.0,0.0,1.0555989636457253
2011-09-08,0.0,0.0,0.9799293106997805
2011-09-09,0.0,0.0,1.1756725906542642
2011-09-10,0.11653665282298577,0.0,1.2937758250935674
2011-09-11,0.011256723887822189,0.0,1.1792462637896997
2011-09-12,0.0,0.0,1.1484395599337867
2011-09-13,0.03868106073063197,0.0,1.149190947428232
2011-09-14,0.0,0.0,1.0843369008524701
2011-09-15,0.0,0.0,1.0667648062804045
2011-09-16,0.0025373737758526836,0.0,1.117674379469376
2011-09-17,0.16763820103357752,0.0,1.4112845628457755
2011-09-18,0.06254161852878018,0.0,1.195955742051839
2011-09-19,0.001007483559975232,0.0,1.1275299065419522
2011-09-20,0.08659514503482049,0.0,1.2867616254341532
2011-09-21,0.0,0.0,1.2042537014552304
2011-09-22,0.0,0.0,1.2320645067136617
2011-09-23,0.036855479017523965,0.0,1.3243725978508412
2011-09-24,0.1955562546551254,0.0,1.4155796149644322
2011-09-25,0.08336505609613831,0.0,1.1762773553977277
2011-09-26,0.014212375469441579,0.0,1.1394996352731337
2011-09-27,0.09184018298570751,0.0,1.3254680930869676
2011-09-28,0.0,0.0,1.1451700520266945
2011-09-29,0.0,0.0,1.0773848486147803
2011-09-30,0.018079185421375245,0.0,1.145505807967245
2011-10-01,0.16935341487366048,0.0,1.3644062828994508
2011-10-02,0.05031937024974044,0.0,1.1333102686950534
2011-10-03,0.0,0.0,1.2497529726515493
2011-10-04,0.04745753375584904,0.0,1.2021381109935618
2011-10-05,0.0,0.0,1.0882138074960854
2011-10-06,0.0,0.0,1.1828232049287972
2011-10-07,0.0,0.0,1.1705967379921953
2011-10-08,0.11459563012367241,0.0,1.3065225103795561
2011-10-09,0.0,0.0,1.09961630490384
2011-10-10,0.08770165596678671,0.0,1.171065108920039
2011-10-11,0.0,0.0,1.1332782898815483
2011-10-12,0.0,0.0,1.0610255671298827
2011-10-13,0.0,0.0,1.0986595852979595
2011-10-14,0.0,0.0,1.1139593294307002
2011-10-15,0.08251570662405208,0.0,1.3458956465051153
2011-10-16,0.0,0.0,1.0852356459971357
2011-10-17,0.0,0.0,1.077493009257552
2011-10-18,0.0,0.0,1.193121298775826
2011-10-19,0.0,0.0,1.0554736963620648
2011-10-20,0.0,0.0,0.9942962298903107
2011-10-21,0.0,0.0,1.057583994249541
2011-10-22,0.09425771735527115,0.0,1.2922732991751755
2011-10-23,0.0,0.0,1.1404683446086359
2011-10-24,0.0,0.0,1.1626917906597911
2011-10-25,0.008484075120285962,0.0,1.222472904797782
2011-10-26,0.0,0.0,1.1109236490800232
2011-10-27,0.0,0.0,1.0649258142382714
2011-10-28,0.0,0.0,1.049647690559173
2011-10-29,0.12439025545420283,0.0,1.3653069967423364
2011-10-30,0.016095621051402723,0.0,1.158242948577367
2011-10-31,0.0,0.0,0.9174553171395745
2011-11-01,0.03450306193381375,0.0,1.1809611269313343
2011-11-02,0.0,0.0,1.064802869976282
2011-11-03,0.0,0.0,1.0489475604060248
2011-11-04,0.0,0.0,1.148364878797901
2011-11-05,0.13794832094609638,0.0,1.3132686526873405
2011-11-06,0.026097510258629494,0.0,1.2635615067301238
2011-11-07,0.23383214897409957,0.0,1.4535187795753208
2011-11-08,0.03777116040824327,0.0,1.1688679721228286
2011-11-09,0.0,0.0,1.091110915718629
2011-11-10,0.0,0.0,1.0101401215955264
2011-11-11,0.659622677812724,0.0,1.8471872307888284
2011-11-12,0.13237452650464335,0.0,1.3071354947970206
2011-11-13,0.019759435468186162,0.0,1.186206674020297
2011-11-14,0.0,0.0,1.0402905140072327
2011-11-15,0.03192987017573675,0.0,1.2046960908204423
2011-11-16,0.0,0.0,1.1045917484613734
2011-11-17,0.0,0.0,1.0308277189392419
2011-11-18,0.0,0.0,1.1651895438740445
2011-11-19,0.13522659043065205,0.0,1.361956829926588
2011-11-20,0.02608695042848009,0.0,1.2744968367923584
2011-11-21,0.0,0.0,1.2419921810771413
2011-11-22,0.04617340494498519,0.0,1.2433429276031542
2011-11-23,0.0,0.0,1.1745570171499895
2011-11-24,0.2524472586300681,0.0,1.4102975148201597
2011-11-25,0.0022634835593432186,0.0,1.1861763370358758
2011-11-26,0.166176509061226,0.0,1.3158497445107755
2011-11-27,0.06077218230040597,0.0,1.1730673215158873
2011-11-28,0.0,0.0,1.1818185026160224
2011-11-29,0.08714695745931113,0.0,1.3079365888340868
2011-11-30,0.0031026711434540546,0.0,1.2186521188247343
2011-12-01,0.0,0.0,1.112729693023413
2011-12-02,0.04876849314655266,0.0,1.2565442284409871
2011-12-03,0.21334287301282506,0.0,1.4688206834354716
2011-12-04,0.10799817852476075,0.0,1.2387579786404397
2011-12-05,0.04659210150407983,0.0,1.1350152658047263
2011-12-06,0.13277575012953685,0.0,1.4122944502296626
2011-12-07,0.04715525865244259,0.0,1.1824750976385245
2011-12-08,0.027003650206713546,0.0,1.1883592090371524
2011-12-09,0.0884046829366737,0.0,1.3219390692806554
2011-12-10,0.2502816254339927,0.0,1.4163982703559346
2011-12-11,0.14201702291279525,0.0,1.340113002801766
2011-12-12,0.07754856045218511,0.0,1.2119583950506037
2011-12-13,0.16060577731896994,0.0,1.4089377152346607
2011-12-14,0.0718690005648561,0.0,1.1961941873759372
2011-12-15,0.04867872690823769,0.0,1.2098166753849033
2011-12-16,0.10717726388285077,0.0,1.2484557860475491
2011-12-17,0.2663356477310216,0.0,1.3788445960118176
2011-12-18,0.15557195945118568,0.0,1.3090986410369507
2011-12-19,0.08884619194920775,0.0,1.3283862456875672
2011-12-20,0.16989645411024926,0.0,1.4028847108839537
2011-12-21,0.07939789597889732,0.0,1.18458468286534
2011-12-22,0.054672583759254614,0.0,1.3089911216226267
2011-12-23,0.11183211900055322,0.0,1.2718238553776706
2011-12-24,0.26980598705955505,0.0,1.452344279412169
2011-12-25,0.0,0.0,0.8457197414766565
2011-12-26,0.09020188971984433,0.0,1.2744795735230814
2011-12-27,0.1702028750719048,0.0,1.4131171593149867
2011-12-28,0.0,0.0,0.8574050573717484
2011-12-29,0.05258182577192204,0.0,1.266907205395334
2011-12-30,0.10827229264927467,0.0,1.3496273010782878
2011-12-31,0.2645249750397629,0.0,1.5150080864997875
2012-01-01,0.0,0.0,1.1585736594263545
2012-01-02,0.08056030030706102,0.0,1.2581343802972846
2012-01-03,0.15787091333844624,0.0,1.363474145556387
2012-01-04,0.06320332291322961,0.0,1.203689201404774
2012-01-05,0.033828487156869154,0.0,1.2862014926956384
2012-01-06,0.08582687622768584,0.0,1.2133003760877006
2012-01-07,0.0,0.0,0.8631197503444321
2012-01-08,0.12008999841740785,0.0,1.2339490033164637
2012-01-09,0.04568288443981204,0.0,1.3080797110257918
2012-01-10,0.11864246670867912,0.0,1.254706994445383
2012-01-11,0.01967385517163507,0.0,1.1920200481646464
2012-01-12,0.0,0.0,1.2172858728772369
2012-01-13,0.03427528557143546,0.0,1.1918004885810904
2012-01-14,0.1830723168116542,0.0,1.3387795049513849
2012-01-15,0.06204179929241121,0.0,1.2987206846069652
2012-01-16,0.0,0.0,1.0040068945134561
2012-01-17,0.0565023257109524,0.0,1.2192863942589407
2012-01-18,0.0,0.0,1.1370297871235098
2012-01-19,0.0,0.0,1.0581127847842693
2012-01-20,0.0,0.0,1.2188360278749455
2012-01-21,0.12275938279662484,0.0,1.3316581413251498
2012-01-22,0.004576991402801572,0.0,1.2326408225518186
2012-01-23,0.0,0.0,1.0935210990409736
2012-01-24,0.007648209508749099,0.0,1.2245445041359166
2012-01-25,0.0,0.0,1.079418073282028
2012-01-26,0.0,0.0,0.9964193744045526
2012-01-27,0.0,0.0,1.100053562483303
2012-01-28,0.10120670232041373,0.0,1.1536063755403412
2012-01-29,0.0,0.0,1.1975919824627679
2012-01-30,0.0,0.0,1.0799291877368207
2012-01-31,0.011976003416618211,0.0,1.1975456603680799
2012-02-01,0.0,0.0,1.0267378337367856
2012-02-02,0.0,0.0,1.1416298189346912
2012-02-03,0.0,0.0,1.1984711837106228
2012-02-04,0.13933643947325064,0.0,1.3774167867884863
2012-02-05,0.0,0.0,0.96690671942658
2012-02-06,0.0,0.0,1.1202428101995712
2012-02-07,0.06919684499758656,0.0,1.206957678087358
2012-02-08,0.0,0.0,1.0867219578780425
2012-02-09,0.0,0.0,1.0906145217215388
2012-02-10,0.04001371656220743,0.0,1.3613266131580846
2012-02-11,0.2072850257901217,0.0,1.4105549698974638
2012-02-12,0.10430166353103433,0.0,1.2583210371209441
2012-02-13,0.04483733021423637,0.0,1.2465929386125456
2012-02-14,0.21436130225090583,0.0,1.4504048123071052
2012-02-15,0.04772749974584347,0.0,1.2725422891893763
2012-02-16,0.027836908878047552,0.0,1.1492293037747483
2012-02-17,0.08883424139449442,0.0,1.239116894423236
2012-02-18,0.2496125306448293,0.0,1.472265393182991
2012-02-19,0.13953920160411296,0.0,1.2428184333563157
2012-02-20,0.0,0.0,0.8019404124987244
2012-02-21,0.1524005076061847,0.0,1.3275998579812363
2012-02-22,0.0,0.0,0.8795190476488562
2012-02-23,0.03213373127746807,0.0,1.1936335544118166
2012-02-24,0.08562069310534702,0.0,1.313563287216285
2012-02-25,0.23931171034205861,0.0,1.4624129375267485
2012-02-26,0.12272192686576221,0.0,1.4034017335007907
2012-02-27,0.049921001383785135,0.0,1.2453161317084442
2012-02-28,0.12476738606170769,0.0,1.3251067556471567
2012-02-29,0.0,0.0,0.9562671510834964
2012-03-01,0.0,0.0,1.0779818617632608
2012-03-02,0.04863416071030029,0.0,1.1850733075458613
2012-03-03,0.20122320479270117,0.0,1.4024687889536873
2012-03-04,0.08454129693746733,0.0,1.2422921755486183
2012-03-05,0.012621433157688834,0.0,1.0922211459850553
2012-03-06,0.08926190062104095,0.0,1.3253167525236826
2012-03-07,0.0,0.0,1.1565092637714256
2012-03-08,0.0,0.0,0.925998330930146
2012-03-09,0.023081344164889838,0.0,1.1752922727091928
2012-03-10,0.18012690155622615,0.0,1.3147378362311053
2012-03-11,0.06824956429169453,0.0,1.2999808479837045
2012-03-12,0.0013397782650872974,0.0,1.143738030416698
2012-03-13,0.0830522388646774,0.0,1.1963139283518462
2012-03-14,0.0,0.0,1.1621447179641593
2012-03-15,0.0,0.0,1.0932984149954872
2012-03-16,0.03108719835733352,0.0,1.3050456838692348
2012-03-17,0.0,0.0,1.2306428807465692
2012-03-18,0.0836979460993627,0.0,1.2858723673096188
2012-03-19,0.019614675986388996,0.0,1.2462816776716732
2012-03-20,0.1034727244074088,0.0,1.1881001815951022
2012-03-21,0.01581558004108105,0.0,1.1635968505294902
2012-03-22,0.0,0.0,1.1913006530117387
2012-03-23,0.05358247030415589,0.0,1.2503334647480484
2012-03-24,0.21386985493880523,0.0,1.336225997927391
2012-03-25,0.10402212586372081,0.0,1.2554907643876647
2012-03-26,0.03791030508941747,0.0,1.2377271354967647
2012-03-27,0.1192034441180809,0.0,1.3309445104951636
2012-03-28,0.028529561758099363,0.0,1.2319112442325972
2012-03-29,0.0031867629627619796,0.0,1.1990976567274518
2012-03-30,0.05928629657732869,0.0,1.3203265618905289
2012-03-31,0.21578052563799938,0.0,1.3498750627948672
2012-04-01,0.10208189834694356,0.0,1.304831597111979
2012-04-02,0.032158063108590096,0.0,1.2501175843034513
2012-04-03,0.10976784343771882,0.0,1.2673874099317517
2012-04-04,0.015619581316379447,0.0,1.211201594796264
2012-04-05,0.0,0.0,1.1471464583165698
2012-04-06,0.0403152753690772,0.0,1.2195429264709927
2012-04-07,0.19431790973933724,0.0,1.5171865087083298
2012-04-08,0.0,0.0,1.008437671868699
2012-04-09,0.006910960730451539,0.0,1.1083548825179907
2012-04-10,0.08322807988645411,0.0,1.2003321053833589
2012-04-11,0.0,0.0,1.095307504062987
2012-04-12,0.0,0.0,1.1867678253657115
2012-04-13,0.011980904960162355,0.0,1.2531145992931503
2012-04-14,0.03372611590290306,0.0,1.165670039578503
2012-04-15,0.0,0.0,0.9713753098182533
2012-04-16,0.0,0.0,1.1473066176083406
2012-04-17,0.05529363082771493,0.0,1.137273193073136
2012-04-18,0.0,0.0,1.0263120281333538
2012-04-19,0.0,0.0,1.1065907052073125
2012-04-20,0.0,0.0,1.2135402186925883
2012-04-21,0.13742806377409283,0.0,1.3326246690253325
2012-04-22,0.020953865225510005,0.0,1.1514887248708365
2012-04-23,0.0,0.0,1.1498691685397886
2012-04-24,0.023437685397237125,0.0,1.2616361088995727
2012-04-25,0.0,0.0,1.0910917369466007
2012-04-26,0.0,0.0,0.997192629012907
2012-04-27,0.0,0.0,1.1845073942791498
2012-04-28,0.09617010421292162,0.0,1.2277758417261833
2012-04-29,0.0,0.0,1.1477520965653725
2012-04-30,0.0,0.0,1.0103757597541672
2012-05-01,0.0,0.0,1.173748464389537
2012-05-02,0.0,0.0,0.9605589691995353
2012-05-03,0.0,0.0,1.0634525471129634
2012-05-04,0.0,0.0,1.0867816664730536
2012-05-05,0.0,0.0,1.070504734540428
2012-05-06,0.0,0.0,1.0465151259863352
2012-05-07,0.0,0.0,1.0866885784460971
2012-05-08,0.0,0.0,1.0991402478758858
2012-05-09,0.0,0.0,0.9723036167889928
2012-05-10,0.0,0.0,0.9848270030911995
2012-05-11,0.0,0.0,1.0408122715377661
2012-05-12,0.0,0.0,1.1794604432216402
2012-05-13,0.0,0.0,1.0958695916683405
2012-05-14,0.0,0.0,1.0306628412683556
2012-05-15,0.0,0.0,1.018488128835158
2012-05-16,0.0,0.0,0.9279704834830951
2012-05-17,0.0,0.0,0.9038012860726464
2012-05-18,0.0,0.0,0.8995208406546663
2012-05-19,0.0,0.0,1.1019707197114346
2012-05-20,0.0,0.0,1.052063484924479
2012-05-21,0.0,0.0,0.9368213020652865
2012-05-22,0.0,0.0,0.9098411320933689
2012-05-23,0.0,0.0,0.8677020133907948
2012-05-24,0.0,0.0,0.8987702390497032
2012-05-25,0.0,0.0,0.9272224830953882
2012-05-26,0.0,0.0,0.9996041207162293
2012-05-27,0.0,0.0,0.9688669806360725
2012-05-28,0.0,0.0,0.9319611043597468
2012-05-29,0.0,0.0,0.983603242678665
2012-05-30,0.0,0.0,1.02530666307782
2012-05-31,0.0,0.0,0.9553350854301985
2012-06-01,0.0,0.0,0.9686709543118881
2012-06-02,0.0,0.0,1.1085733612191664
2012-06-03,0.0,0.0,1.128260720288884
2012-06-04,0.0,0.0,0.9110186053580457
2012-06-05,0.0,0.0,1.135769368760139
2012-06-06,0.0,0.0,0.9674143063497459
2012-06-07,0.0,0.0,0.9923234813907215
2012-06-08,0.0,0.0,1.0411629114290293
2012-06-09,0.022283816145274853,0.0,1.2625768115020526
2012-06-10,0.0,0.0,1.0755364175375237
2012-06-11,0.0,0.0,1.15348831206968
2012-06-12,0.05978676903624926,0.0,1.297990168474624
2012-06-13,0.0,0.0,1.0659352350654043
2012-06-14,0.0,0.0,1.0321127188580304
2012-06-15,0.0,0.0,1.0267860956670203
2012-06-16,0.05461679871038597,0.0,1.1752059653893474
2012-06-17,0.3124933680185884,0.0,1.5185476547319448
2012-06-18,0.0,0.0,1.0362958071280783
2012-06-19,0.0,0.0,1.1640303602359485
2012-06-20,0.0,0.0,1.067122761703567
2012-06-21,0.024571848333262217,0.0,1.1334291853839498
2012-06-22,0.0,0.0,1.0394283816948793
2012-06-23,0.08343761381966182,0.0,1.2044084363094754
2012-06-24,0.0,0.0,1.2108128374415053
2012-06-25,0.0,0.0,1.077110184291497
2012-06-26,0.0,0.0,1.3080814054930827
2012-06-27,0.0,0.0,1.120985539073586
2012-06-28,0.0,0.0,1.0461685964249734
2012-06-29,0.0,0.0,1.1576990229620312
2012-06-30,0.11266825609755945,0.0,1.3139861443735827
2012-07-01,0.0045595914230714685,0.0,1.1608110520003874
2012-07-02,0.0,0.0,1.1045356250045197
2012-07-03,0.023920386773790485,0.0,1.182042999983042
2012-07-04,0.30064595218712903,0.0,1.402090323152134
2012-07-05,0.0,0.0,1.202781353148904
2012-07-06,0.0,0.0,1.2668554238910024
2012-07-07,0.13103252491361989,0.0,1.2798186610768487
2012-07-08,0.020213350302871566,0.0,1.1922248084685616
2012-07-09,0.0,0.0,1.1692180522449311
2012-07-10,0.03368464977918225,0.0,1.2589995575659376
2012-07-11,0.0,0.0,1.2125642474093488
2012-07-12,0.0,0.0,1.110724795116419
2012-07-13,0.0,0.0,1.2086099006684454
2012-07-14,0.12927512482693018,0.0,1.3563188401110235
